delta,trial,S_count,I_count,R_count,S_proportion,I_proportion,R_proportion,nnd_before_predator
5.0,198,14,9,17,0.35,0.225,0.425,6.045481058096875
5.0,204,40,0,0,1.0,0.0,0.0,4.934091154697601
5.0,206,40,0,0,1.0,0.0,0.0,6.147652756543423
5.0,194,4,29,7,0.1,0.725,0.175,6.045607583496215
5.0,199,4,18,18,0.1,0.45,0.45,7.119997802682621
5.0,200,9,16,15,0.225,0.4,0.375,6.214834637477182
5.0,201,23,12,5,0.575,0.3,0.125,7.425638540857068
5.0,211,40,0,0,1.0,0.0,0.0,8.480246247072197
5.0,207,6,16,18,0.15,0.4,0.45,8.30070138604353
5.0,208,40,0,0,1.0,0.0,0.0,5.770098416145815
5.0,213,40,0,0,1.0,0.0,0.0,4.878312844945692
5.0,209,24,9,7,0.6,0.225,0.175,9.311661471052536
5.0,203,8,17,15,0.2,0.425,0.375,6.879764729981207
5.0,205,10,22,8,0.25,0.55,0.2,5.472294474385057
5.0,218,40,0,0,1.0,0.0,0.0,8.822461564211151
5.0,214,9,22,9,0.225,0.55,0.225,5.758924267216736
5.0,217,24,8,8,0.6,0.2,0.2,5.309169117368204
5.0,216,19,13,8,0.475,0.325,0.2,6.789186103786607
5.0,210,10,14,16,0.25,0.35,0.4,9.077670475895555
5.0,223,40,0,0,1.0,0.0,0.0,6.056674777628222
5.0,212,5,28,7,0.125,0.7,0.175,7.344458092207536
5.0,225,40,0,0,1.0,0.0,0.0,5.758514289603385
5.0,215,4,26,10,0.1,0.65,0.25,9.023889910352903
5.0,220,29,4,7,0.725,0.1,0.175,6.033961489781431
5.0,222,15,17,8,0.375,0.425,0.2,5.255733131875006
5.0,224,25,8,7,0.625,0.2,0.175,5.67187337871942
5.0,232,40,0,0,1.0,0.0,0.0,5.587768198382968
5.0,219,22,16,2,0.55,0.4,0.05,5.677885236781529
5.0,233,40,0,0,1.0,0.0,0.0,6.2986600054997695
5.0,221,6,31,3,0.15,0.775,0.075,5.3594647322613485
5.0,226,18,10,12,0.45,0.25,0.3,5.31881896536597
5.0,235,40,0,0,1.0,0.0,0.0,5.884576756759346
5.0,231,28,9,3,0.7,0.225,0.075,5.224297344020642
5.0,238,40,0,0,1.0,0.0,0.0,4.664709160186854
5.0,227,11,13,16,0.275,0.325,0.4,8.842645819942817
5.0,229,10,23,7,0.25,0.575,0.175,7.280630766428525
5.0,236,40,0,0,1.0,0.0,0.0,5.562121679538693
5.0,230,6,14,20,0.15,0.35,0.5,6.534266760039816
5.0,228,7,27,6,0.175,0.675,0.15,8.81354613237239
5.0,234,22,10,8,0.55,0.25,0.2,6.518127615620719
5.0,237,25,8,7,0.625,0.2,0.175,6.513357023135576
5.0,245,40,0,0,1.0,0.0,0.0,6.630593935909036
5.0,249,40,0,0,1.0,0.0,0.0,5.376502764189942
5.5,0,40,0,0,1.0,0.0,0.0,7.10607248344387
5.0,240,9,24,7,0.225,0.6,0.175,6.694771960346455
5.0,247,16,10,14,0.4,0.25,0.35,5.173022380062832
5.5,2,40,0,0,1.0,0.0,0.0,5.965491187581693
5.5,3,40,0,0,1.0,0.0,0.0,5.15342372959536
5.0,239,5,23,12,0.125,0.575,0.3,5.545462252840014
5.0,241,6,19,15,0.15,0.475,0.375,7.635337744991245
5.5,4,40,0,0,1.0,0.0,0.0,5.352140951206159
5.0,242,6,21,13,0.15,0.525,0.325,5.627048856566674
5.0,243,16,14,10,0.4,0.35,0.25,5.760531984790929
5.5,5,40,0,0,1.0,0.0,0.0,5.789752694642869
5.5,6,40,0,0,1.0,0.0,0.0,10.24012916061046
5.0,244,8,20,12,0.2,0.5,0.3,5.63040768751754
5.0,246,7,28,5,0.175,0.7,0.125,7.333687530650226
5.5,9,40,0,0,1.0,0.0,0.0,5.56030789488107
5.5,1,13,15,12,0.325,0.375,0.3,5.419093034587081
5.5,8,40,0,0,1.0,0.0,0.0,5.140799702227281
5.5,10,40,0,0,1.0,0.0,0.0,5.8636885197600055
5.5,15,40,0,0,1.0,0.0,0.0,6.916258077276036
5.5,11,40,0,0,1.0,0.0,0.0,6.683696690032081
5.5,13,40,0,0,1.0,0.0,0.0,9.67511222774903
5.0,248,8,16,16,0.2,0.4,0.4,5.153710172158848
5.5,16,40,0,0,1.0,0.0,0.0,7.292236340951374
5.5,17,40,0,0,1.0,0.0,0.0,5.916351497716343
5.5,18,40,0,0,1.0,0.0,0.0,6.2754435357474705
5.5,20,40,0,0,1.0,0.0,0.0,5.6050343449702
5.5,21,40,0,0,1.0,0.0,0.0,6.298081540121384
5.5,23,40,0,0,1.0,0.0,0.0,6.38010855051336
5.5,7,10,18,12,0.25,0.45,0.3,6.240569751102241
5.5,12,25,12,3,0.625,0.3,0.075,6.690305808573973
5.5,28,40,0,0,1.0,0.0,0.0,6.747348536122217
5.5,14,10,15,15,0.25,0.375,0.375,8.369003088292894
5.5,30,40,0,0,1.0,0.0,0.0,8.11040370263646
5.5,22,25,8,7,0.625,0.2,0.175,6.895005592876359
5.5,26,14,14,12,0.35,0.35,0.3,8.929021106878883
5.5,32,40,0,0,1.0,0.0,0.0,5.9232220831509474
5.5,19,16,10,14,0.4,0.25,0.35,7.985367994580939
5.5,24,13,18,9,0.325,0.45,0.225,5.35100974690777
5.5,25,13,14,13,0.325,0.35,0.325,7.104541114476047
5.5,34,40,0,0,1.0,0.0,0.0,9.329408978540041
5.5,27,8,23,9,0.2,0.575,0.225,6.913049913729691
5.5,39,40,0,0,1.0,0.0,0.0,9.324775571957343
5.5,29,14,20,6,0.35,0.5,0.15,5.3934885053674
5.5,43,40,0,0,1.0,0.0,0.0,7.687007689470754
5.5,31,16,15,9,0.4,0.375,0.225,6.3069922041833895
5.5,41,27,7,6,0.675,0.175,0.15,5.285762084869106
5.5,40,40,0,0,1.0,0.0,0.0,5.695436882935981
5.5,33,11,15,14,0.275,0.375,0.35,5.494757789830773
5.5,37,3,23,14,0.075,0.575,0.35,6.123916717723469
5.5,36,19,15,6,0.475,0.375,0.15,5.816984351536856
5.5,35,8,12,20,0.2,0.3,0.5,5.034856693563083
5.5,44,19,13,8,0.475,0.325,0.2,6.373017038960461
5.5,38,13,9,18,0.325,0.225,0.45,5.183252875651523
5.5,42,3,14,23,0.075,0.35,0.575,6.620970666546708
5.5,49,40,0,0,1.0,0.0,0.0,5.713065020504654
5.5,47,40,0,0,1.0,0.0,0.0,7.624532546142099
5.5,48,40,0,0,1.0,0.0,0.0,5.432074996801974
5.5,45,12,13,15,0.3,0.325,0.375,5.61760448905171
5.5,46,16,14,10,0.4,0.35,0.25,6.918982614513797
5.5,54,40,0,0,1.0,0.0,0.0,6.510649684534783
5.5,51,13,15,12,0.325,0.375,0.3,8.12753257676
5.5,52,16,17,7,0.4,0.425,0.175,5.142455974547282
5.5,50,18,14,8,0.45,0.35,0.2,7.932999242491249
5.5,53,12,19,9,0.3,0.475,0.225,5.326371609855689
5.5,59,40,0,0,1.0,0.0,0.0,10.95172801862735
5.5,57,40,0,0,1.0,0.0,0.0,6.8501108453422574
5.5,63,40,0,0,1.0,0.0,0.0,5.545234915550616
5.5,56,18,14,8,0.45,0.35,0.2,5.389701403386807
5.5,55,12,17,11,0.3,0.425,0.275,7.102563694391175
5.5,65,40,0,0,1.0,0.0,0.0,12.648537909885562
5.5,62,25,7,8,0.625,0.175,0.2,5.758960297202383
5.5,61,26,13,1,0.65,0.325,0.025,6.854471303962844
5.5,68,40,0,0,1.0,0.0,0.0,4.9706890228367895
5.5,58,12,15,13,0.3,0.375,0.325,4.837976847407871
5.5,69,40,0,0,1.0,0.0,0.0,5.125004716360781
5.5,60,4,22,14,0.1,0.55,0.35,5.6913149590202154
5.5,70,40,0,0,1.0,0.0,0.0,5.84499230318348
5.5,64,18,18,4,0.45,0.45,0.1,5.438585455111745
5.5,76,40,0,0,1.0,0.0,0.0,5.045921234046636
5.5,66,9,15,16,0.225,0.375,0.4,5.958479621060091
5.5,67,7,17,16,0.175,0.425,0.4,5.284358021614068
5.5,74,24,14,2,0.6,0.35,0.05,6.79188983908511
5.5,71,8,20,12,0.2,0.5,0.3,5.548908038648557
5.5,75,14,13,13,0.35,0.325,0.325,8.44255397154769
5.5,72,40,0,0,1.0,0.0,0.0,5.266761519760573
5.5,80,40,0,0,1.0,0.0,0.0,9.580539284545475
5.5,84,40,0,0,1.0,0.0,0.0,5.495774419956215
5.5,77,10,18,12,0.25,0.45,0.3,5.859986927923585
5.5,83,40,0,0,1.0,0.0,0.0,6.368744828886989
5.5,73,7,20,13,0.175,0.5,0.325,5.665742386692836
5.5,86,40,0,0,1.0,0.0,0.0,6.688606598960978
5.5,78,13,21,6,0.325,0.525,0.15,4.941734044829237
5.5,82,40,0,0,1.0,0.0,0.0,6.014951043613314
5.5,81,12,24,4,0.3,0.6,0.1,5.905421922413903
5.5,90,40,0,0,1.0,0.0,0.0,5.201627374845627
5.5,92,40,0,0,1.0,0.0,0.0,6.846596405112365
5.5,85,40,0,0,1.0,0.0,0.0,5.864103974204738
5.5,79,23,5,12,0.575,0.125,0.3,9.325962605473233
5.5,87,24,8,8,0.6,0.2,0.2,8.745854281307256
5.5,95,40,0,0,1.0,0.0,0.0,7.145089539916126
5.5,99,40,0,0,1.0,0.0,0.0,5.438407327617341
5.5,100,40,0,0,1.0,0.0,0.0,6.04789412967734
5.5,97,40,0,0,1.0,0.0,0.0,6.287790304632685
5.5,88,10,12,18,0.25,0.3,0.45,6.355767061428864
5.5,89,17,10,13,0.425,0.25,0.325,5.039518547514543
5.5,101,40,0,0,1.0,0.0,0.0,6.482290048953976
5.5,94,19,14,7,0.475,0.35,0.175,6.209646611080325
5.5,105,40,0,0,1.0,0.0,0.0,5.402772293755238
5.5,91,11,16,13,0.275,0.4,0.325,7.201437133749937
5.5,98,7,19,14,0.175,0.475,0.35,6.0114167428475955
5.5,93,4,15,21,0.1,0.375,0.525,6.90918599216328
5.5,109,40,0,0,1.0,0.0,0.0,5.3955336779943845
5.5,103,40,0,0,1.0,0.0,0.0,8.00099962108437
5.5,96,11,15,14,0.275,0.375,0.35,7.566564919709037
5.5,108,40,0,0,1.0,0.0,0.0,5.884882222968057
5.5,112,40,0,0,1.0,0.0,0.0,5.4111488353639805
5.5,102,14,21,5,0.35,0.525,0.125,6.909133044842472
5.5,113,40,0,0,1.0,0.0,0.0,5.376029109957733
5.5,107,40,0,0,1.0,0.0,0.0,9.626499854380048
5.5,110,40,0,0,1.0,0.0,0.0,5.365413861914532
5.5,104,27,11,2,0.675,0.275,0.05,6.9858361053636004
5.5,106,6,24,10,0.15,0.6,0.25,6.097693677802458
5.5,117,40,0,0,1.0,0.0,0.0,6.5579018873987875
5.5,114,40,0,0,1.0,0.0,0.0,5.218343776387664
5.5,119,40,0,0,1.0,0.0,0.0,5.3133834080763975
5.5,116,40,0,0,1.0,0.0,0.0,7.749489434317004
5.5,127,40,0,0,1.0,0.0,0.0,5.767578484940442
5.5,121,40,0,0,1.0,0.0,0.0,6.922094589191609
5.5,111,4,31,5,0.1,0.775,0.125,5.905696698757765
5.5,123,40,0,0,1.0,0.0,0.0,6.231384216029848
5.5,120,26,13,1,0.65,0.325,0.025,5.436006529030567
5.5,118,11,17,12,0.275,0.425,0.3,6.786041271036245
5.5,125,11,22,7,0.275,0.55,0.175,5.148346684769053
5.5,115,12,19,9,0.3,0.475,0.225,5.570848087934291
5.5,126,19,19,2,0.475,0.475,0.05,6.6566540583347305
5.5,124,6,31,3,0.15,0.775,0.075,5.063494704843397
5.5,128,23,10,7,0.575,0.25,0.175,5.435856552028706
5.5,129,30,7,3,0.75,0.175,0.075,5.57952452294822
5.5,122,12,10,18,0.3,0.25,0.45,5.144040262228129
5.5,138,40,0,0,1.0,0.0,0.0,5.772458164805225
5.5,132,9,26,5,0.225,0.65,0.125,12.583191271900251
5.5,131,26,12,2,0.65,0.3,0.05,5.917823862483116
5.5,134,21,16,3,0.525,0.4,0.075,6.881397537555699
5.5,135,40,0,0,1.0,0.0,0.0,6.134433709202797
5.5,136,22,10,8,0.55,0.25,0.2,6.086028654847559
5.5,130,6,22,12,0.15,0.55,0.3,5.21447132704612
5.5,143,40,0,0,1.0,0.0,0.0,8.150129446185403
5.5,137,28,11,1,0.7,0.275,0.025,5.0115952938590445
5.5,133,15,11,14,0.375,0.275,0.35,7.932599109119264
5.5,140,15,19,6,0.375,0.475,0.15,5.734606465596064
5.5,146,40,0,0,1.0,0.0,0.0,5.474014046615551
5.5,141,29,9,2,0.725,0.225,0.05,7.100648403836507
5.5,147,40,0,0,1.0,0.0,0.0,6.670020380264193
5.5,152,40,0,0,1.0,0.0,0.0,5.336563254939437
5.5,139,19,9,12,0.475,0.225,0.3,6.410157079758733
5.5,142,14,19,7,0.35,0.475,0.175,5.839675594512748
5.5,144,2,29,9,0.05,0.725,0.225,5.318091532764086
5.5,150,40,0,0,1.0,0.0,0.0,8.146268923287636
5.5,145,21,15,4,0.525,0.375,0.1,6.063400945789268
5.5,154,40,0,0,1.0,0.0,0.0,7.722887589981224
5.5,148,5,20,15,0.125,0.5,0.375,5.56602655497745
5.5,161,40,0,0,1.0,0.0,0.0,5.6308052358798415
5.5,162,40,0,0,1.0,0.0,0.0,5.599330736240722
5.5,155,23,9,8,0.575,0.225,0.2,6.545361412505647
5.5,151,7,26,7,0.175,0.65,0.175,5.035582955972799
5.5,153,4,30,6,0.1,0.75,0.15,6.398126782672094
5.5,149,5,23,12,0.125,0.575,0.3,6.883756025448498
5.5,159,40,0,0,1.0,0.0,0.0,7.384723397947615
5.5,157,32,4,4,0.8,0.1,0.1,5.263444590802022
5.5,164,40,0,0,1.0,0.0,0.0,5.31070017024483
5.5,169,40,0,0,1.0,0.0,0.0,6.96247284630366
5.5,160,20,11,9,0.5,0.275,0.225,4.986132354712967
5.5,167,40,0,0,1.0,0.0,0.0,5.243145644474454
5.5,158,31,5,4,0.775,0.125,0.1,5.5126422346030015
5.5,156,8,21,11,0.2,0.525,0.275,5.67297492590532
5.5,172,40,0,0,1.0,0.0,0.0,6.336509794932585
5.5,165,20,9,11,0.5,0.225,0.275,5.240596573476205
5.5,163,23,12,5,0.575,0.3,0.125,6.420405596253849
5.5,166,30,4,6,0.75,0.1,0.15,5.793664750574778
5.5,173,40,0,0,1.0,0.0,0.0,5.63035195638952
5.5,178,40,0,0,1.0,0.0,0.0,6.49290893755119
5.5,170,18,13,9,0.45,0.325,0.225,5.583399503899009
5.5,168,12,16,12,0.3,0.4,0.3,6.280528249529529
5.5,180,20,13,7,0.5,0.325,0.175,6.22673009224103
5.5,171,9,19,12,0.225,0.475,0.3,6.099861512386024
5.5,177,22,5,13,0.55,0.125,0.325,7.316376006737715
5.5,176,13,17,10,0.325,0.425,0.25,5.002269531497499
5.5,175,14,12,14,0.35,0.3,0.35,5.534916159598629
5.5,184,40,0,0,1.0,0.0,0.0,5.7518789982002
5.5,174,4,24,12,0.1,0.6,0.3,6.782390738766665
5.5,179,9,18,13,0.225,0.45,0.325,4.911943478547745
5.5,181,24,12,4,0.6,0.3,0.1,5.207730605993689
5.5,187,40,0,0,1.0,0.0,0.0,5.405132462681328
5.5,186,40,0,0,1.0,0.0,0.0,5.541389509220839
5.5,183,31,3,6,0.775,0.075,0.15,5.478145833107104
5.5,191,40,0,0,1.0,0.0,0.0,9.611124871921781
5.5,196,40,0,0,1.0,0.0,0.0,7.711574738521877
5.5,182,7,11,22,0.175,0.275,0.55,6.893217645887704
5.5,189,28,7,5,0.7,0.175,0.125,6.430185437907687
5.5,188,17,21,2,0.425,0.525,0.05,5.7340944665925395
5.5,195,23,12,5,0.575,0.3,0.125,5.343647581896367
5.5,193,40,0,0,1.0,0.0,0.0,5.504090629781059
5.5,197,40,0,0,1.0,0.0,0.0,5.465781762937269
5.5,192,14,21,5,0.35,0.525,0.125,6.96013083459772
5.5,190,23,8,9,0.575,0.2,0.225,5.395993102897539
5.5,185,14,12,14,0.35,0.3,0.35,7.461260119429113
5.5,194,19,10,11,0.475,0.25,0.275,6.250485795227748
5.5,202,40,0,0,1.0,0.0,0.0,4.735745308657746
5.5,204,40,0,0,1.0,0.0,0.0,6.085609738445758
5.5,200,40,0,0,1.0,0.0,0.0,5.549852817959739
5.5,198,11,22,7,0.275,0.55,0.175,5.477319645916555
5.5,211,40,0,0,1.0,0.0,0.0,6.894862119894713
5.5,209,40,0,0,1.0,0.0,0.0,6.2574669846163395
5.5,210,21,11,8,0.525,0.275,0.2,5.86821811710041
5.5,199,3,19,18,0.075,0.475,0.45,5.319632512264879
5.5,212,40,0,0,1.0,0.0,0.0,5.249286186226012
5.5,206,13,17,10,0.325,0.425,0.25,6.412904743160101
5.5,205,9,24,7,0.225,0.6,0.175,5.333782408750717
5.5,203,6,26,8,0.15,0.65,0.2,6.0948170757519575
5.5,201,9,17,14,0.225,0.425,0.35,8.171287946210525
5.5,216,40,0,0,1.0,0.0,0.0,5.1512366513819385
5.5,207,15,9,16,0.375,0.225,0.4,7.191305349546022
5.5,213,40,0,0,1.0,0.0,0.0,5.7603353876616
5.5,208,7,21,12,0.175,0.525,0.3,7.110008244391336
5.5,221,40,0,0,1.0,0.0,0.0,5.364104141915556
5.5,214,40,0,0,1.0,0.0,0.0,5.184334765135703
5.5,217,40,0,0,1.0,0.0,0.0,5.56789509491983
5.5,226,40,0,0,1.0,0.0,0.0,6.598749261067314
5.5,219,23,4,13,0.575,0.1,0.325,5.333058650238341
5.5,218,27,11,2,0.675,0.275,0.05,5.78024509852725
5.5,220,40,0,0,1.0,0.0,0.0,5.042883794030259
5.5,215,20,11,9,0.5,0.275,0.225,7.3695831229046345
5.5,230,40,0,0,1.0,0.0,0.0,5.144798300202066
5.5,224,4,25,11,0.1,0.625,0.275,9.422415686394753
5.5,228,28,9,3,0.7,0.225,0.075,5.7708050344226125
5.5,222,6,27,7,0.15,0.675,0.175,6.458757578393905
5.5,223,9,16,15,0.225,0.4,0.375,5.924848688363079
5.5,227,40,0,0,1.0,0.0,0.0,9.02447220649466
5.5,225,7,18,15,0.175,0.45,0.375,6.566457399239792
5.5,229,5,29,6,0.125,0.725,0.15,4.9862599900172295
5.5,233,40,0,0,1.0,0.0,0.0,5.820626605203838
5.5,235,40,0,0,1.0,0.0,0.0,5.202720866575297
5.5,240,40,0,0,1.0,0.0,0.0,5.283926186570552
5.5,236,40,0,0,1.0,0.0,0.0,8.803867272462
5.5,232,20,10,10,0.5,0.25,0.25,5.627091744949864
5.5,242,40,0,0,1.0,0.0,0.0,5.348727159923198
5.5,234,12,20,8,0.3,0.5,0.2,5.525547331161414
5.5,239,40,0,0,1.0,0.0,0.0,6.178011812512041
5.5,231,5,18,17,0.125,0.45,0.425,9.150987573680135
5.5,246,40,0,0,1.0,0.0,0.0,5.383452122131812
5.5,237,14,12,14,0.35,0.3,0.35,7.02853265193072
5.5,247,40,0,0,1.0,0.0,0.0,6.685964991859516
5.5,238,13,18,9,0.325,0.45,0.225,5.78165520678826
5.5,241,12,18,10,0.3,0.45,0.25,5.796500045938719
5.5,243,17,11,12,0.425,0.275,0.3,5.762390878836351
5.5,248,26,12,2,0.65,0.3,0.05,10.423208264903371
5.5,244,4,27,9,0.1,0.675,0.225,5.540236500396432
5.5,245,23,11,6,0.575,0.275,0.15,5.5639892127532
6.0,2,40,0,0,1.0,0.0,0.0,8.530085789533317
6.0,1,21,12,7,0.525,0.3,0.175,5.295421676586772
6.0,8,40,0,0,1.0,0.0,0.0,5.457953813693057
5.5,249,18,16,6,0.45,0.4,0.15,8.439198632797481
6.0,4,40,0,0,1.0,0.0,0.0,5.865472205335733
6.0,5,40,0,0,1.0,0.0,0.0,7.416139119679023
6.0,3,15,11,14,0.375,0.275,0.35,7.257414591719211
6.0,7,18,13,9,0.45,0.325,0.225,6.76508298523342
6.0,11,40,0,0,1.0,0.0,0.0,6.706721335585149
6.0,0,12,15,13,0.3,0.375,0.325,6.371068845429039
6.0,17,40,0,0,1.0,0.0,0.0,9.180474394473432
6.0,19,40,0,0,1.0,0.0,0.0,8.241848959081315
6.0,16,40,0,0,1.0,0.0,0.0,8.026876215257932
6.0,6,18,7,15,0.45,0.175,0.375,7.416729601932765
6.0,14,34,4,2,0.85,0.1,0.05,10.926079068061426
6.0,13,18,20,2,0.45,0.5,0.05,8.991542552856082
6.0,12,12,9,19,0.3,0.225,0.475,7.777343667917866
6.0,9,2,25,13,0.05,0.625,0.325,5.357843171156824
6.0,10,12,15,13,0.3,0.375,0.325,5.160123010743272
6.0,20,26,8,6,0.65,0.2,0.15,5.559342579083769
6.0,22,40,0,0,1.0,0.0,0.0,7.413755886989445
6.0,21,27,6,7,0.675,0.15,0.175,5.68962971050545
6.0,29,40,0,0,1.0,0.0,0.0,5.3703524371513165
6.0,15,10,24,6,0.25,0.6,0.15,8.350566380793342
6.0,18,3,21,16,0.075,0.525,0.4,7.567711145169885
6.0,23,40,0,0,1.0,0.0,0.0,4.9600797261799645
6.0,30,40,0,0,1.0,0.0,0.0,5.2012031494430175
6.0,24,31,8,1,0.775,0.2,0.025,6.772698409352378
6.0,31,40,0,0,1.0,0.0,0.0,7.697591212350007
6.0,27,40,0,0,1.0,0.0,0.0,5.64658290556345
6.0,26,12,14,14,0.3,0.35,0.35,8.003676553941563
6.0,25,19,17,4,0.475,0.425,0.1,5.083668754686986
6.0,37,40,0,0,1.0,0.0,0.0,4.971861077888057
6.0,28,18,11,11,0.45,0.275,0.275,7.433400632504538
6.0,34,16,15,9,0.4,0.375,0.225,5.795197608903964
6.0,32,39,0,1,0.975,0.0,0.025,7.187746832570129
6.0,38,25,10,5,0.625,0.25,0.125,5.383678396191388
6.0,33,12,13,15,0.3,0.325,0.375,5.589003523649126
6.0,41,40,0,0,1.0,0.0,0.0,8.736912425290807
6.0,45,40,0,0,1.0,0.0,0.0,5.714366981758693
6.0,36,22,7,11,0.55,0.175,0.275,5.197150903946801
6.0,44,40,0,0,1.0,0.0,0.0,10.113860228522658
6.0,40,40,0,0,1.0,0.0,0.0,5.046508184757476
6.0,47,40,0,0,1.0,0.0,0.0,5.830075635221597
6.0,39,15,11,14,0.375,0.275,0.35,5.453855253588614
6.0,51,40,0,0,1.0,0.0,0.0,4.775177937479097
6.0,35,8,25,7,0.2,0.625,0.175,9.185074858266677
6.0,42,12,16,12,0.3,0.4,0.3,5.63304748162681
6.0,50,40,0,0,1.0,0.0,0.0,7.291013041723401
6.0,43,26,6,8,0.65,0.15,0.2,9.045798135669404
6.0,48,40,0,0,1.0,0.0,0.0,6.09100312560942
6.0,56,40,0,0,1.0,0.0,0.0,5.208985729852941
6.0,46,16,17,7,0.4,0.425,0.175,6.909412508982333
6.0,57,40,0,0,1.0,0.0,0.0,7.873814435733938
6.0,49,9,15,16,0.225,0.375,0.4,5.194443616214482
6.0,54,32,3,5,0.8,0.075,0.125,5.873959102985777
6.0,62,40,0,0,1.0,0.0,0.0,6.000031900374404
6.0,59,40,0,0,1.0,0.0,0.0,5.147429969924399
6.0,52,11,12,17,0.275,0.3,0.425,6.573072270060768
6.0,61,40,0,0,1.0,0.0,0.0,8.601450670654284
6.0,64,40,0,0,1.0,0.0,0.0,5.505317042217655
6.0,63,40,0,0,1.0,0.0,0.0,5.587213004674715
6.0,66,40,0,0,1.0,0.0,0.0,8.95771070491423
6.0,67,40,0,0,1.0,0.0,0.0,5.952008634281481
6.0,53,5,16,19,0.125,0.4,0.475,6.538016647676622
6.0,68,40,0,0,1.0,0.0,0.0,5.875142861172556
6.0,60,6,29,5,0.15,0.725,0.125,5.325166292630469
6.0,70,40,0,0,1.0,0.0,0.0,5.097388072176505
6.0,58,23,9,8,0.575,0.225,0.2,6.2280509371813295
6.0,55,12,11,17,0.3,0.275,0.425,5.626336300367848
6.0,73,40,0,0,1.0,0.0,0.0,6.358261578565161
6.0,69,15,13,12,0.375,0.325,0.3,7.002800770720944
6.0,71,40,0,0,1.0,0.0,0.0,7.183731491744966
6.0,77,40,0,0,1.0,0.0,0.0,5.136645511011642
6.0,72,40,0,0,1.0,0.0,0.0,7.0132641211110265
6.0,65,11,9,20,0.275,0.225,0.5,7.870150538147689
6.0,74,21,9,10,0.525,0.225,0.25,4.948123820767894
6.0,79,40,0,0,1.0,0.0,0.0,6.87662609102195
6.0,84,40,0,0,1.0,0.0,0.0,5.083528891466682
6.0,76,32,4,4,0.8,0.1,0.1,5.022653238254762
6.0,75,23,10,7,0.575,0.25,0.175,5.726464559818498
6.0,80,40,0,0,1.0,0.0,0.0,6.126157159066169
6.0,83,40,0,0,1.0,0.0,0.0,4.968014424051279
6.0,86,40,0,0,1.0,0.0,0.0,7.564077244198019
6.0,81,17,13,10,0.425,0.325,0.25,5.936046979956269
6.0,88,40,0,0,1.0,0.0,0.0,5.143624024636679
6.0,82,40,0,0,1.0,0.0,0.0,9.037229349038554
6.0,85,40,0,0,1.0,0.0,0.0,8.107871303201145
6.0,78,8,20,12,0.2,0.5,0.3,4.817850052368759
6.0,93,40,0,0,1.0,0.0,0.0,6.1019527175703825
6.0,94,40,0,0,1.0,0.0,0.0,7.729989872761388
6.0,96,40,0,0,1.0,0.0,0.0,7.491283617284012
6.0,95,28,6,6,0.7,0.15,0.15,6.365692763029693
6.0,87,18,12,10,0.45,0.3,0.25,6.713067419517675
6.0,97,24,5,11,0.6,0.125,0.275,7.481135742734091
6.0,102,40,0,0,1.0,0.0,0.0,5.2317266716555455
6.0,90,8,19,13,0.2,0.475,0.325,8.225905810364232
6.0,91,5,17,18,0.125,0.425,0.45,6.573055635829405
6.0,89,9,21,10,0.225,0.525,0.25,5.1388481578809575
6.0,92,15,14,11,0.375,0.35,0.275,6.338893606561043
6.0,106,40,0,0,1.0,0.0,0.0,5.916035910223888
6.0,98,5,26,9,0.125,0.65,0.225,5.098440565234566
6.0,103,24,8,8,0.6,0.2,0.2,7.009769097507041
6.0,108,40,0,0,1.0,0.0,0.0,6.606887495967212
6.0,104,24,8,8,0.6,0.2,0.2,5.015442058674916
6.0,99,9,14,17,0.225,0.35,0.425,5.869421057045814
6.0,101,18,13,9,0.45,0.325,0.225,6.012381999133778
6.0,100,27,10,3,0.675,0.25,0.075,7.380093461910953
6.0,110,40,0,0,1.0,0.0,0.0,6.550188985972952
6.0,109,30,6,4,0.75,0.15,0.1,6.117925685074786
6.0,107,28,9,3,0.7,0.225,0.075,6.633453849150565
6.0,118,40,0,0,1.0,0.0,0.0,5.228467565766232
6.0,116,40,0,0,1.0,0.0,0.0,5.488512925530866
6.0,105,13,8,19,0.325,0.2,0.475,5.481134193089287
6.0,119,40,0,0,1.0,0.0,0.0,6.827643312531302
6.0,120,40,0,0,1.0,0.0,0.0,5.80429732304305
6.0,111,9,20,11,0.225,0.5,0.275,5.11702623597578
6.0,117,29,2,9,0.725,0.05,0.225,7.589896652616273
6.0,124,40,0,0,1.0,0.0,0.0,7.238578398282824
6.0,114,40,0,0,1.0,0.0,0.0,5.685197951634619
6.0,115,6,26,8,0.15,0.65,0.2,4.8711397190839545
6.0,125,40,0,0,1.0,0.0,0.0,4.938314847253383
6.0,128,40,0,0,1.0,0.0,0.0,7.378170189275235
6.0,112,10,16,14,0.25,0.4,0.35,5.796856272018708
6.0,113,21,13,6,0.525,0.325,0.15,7.51213343346226
6.0,121,12,15,13,0.3,0.375,0.325,5.978688568445728
6.0,123,19,16,5,0.475,0.4,0.125,5.673260370654856
6.0,126,40,0,0,1.0,0.0,0.0,5.311330208162236
6.0,132,40,0,0,1.0,0.0,0.0,5.3480120583492585
6.0,129,23,9,8,0.575,0.225,0.2,7.489193666369914
6.0,139,40,0,0,1.0,0.0,0.0,8.199230717667968
6.0,134,40,0,0,1.0,0.0,0.0,6.223768432663131
6.0,122,9,23,8,0.225,0.575,0.2,7.162988287708283
6.0,135,40,0,0,1.0,0.0,0.0,5.65809823762018
