"Trial","Event_raw","Event_trial","Response","Resp_Int","Initiator","Log_Init","When","Class","Dist_metric","Log_dist_metric","Dist_topological","Ang_area","Rank_area","Loom","Log_loom","Ang_pos","Heading"
"may-g4",224,40,0,37.56826204,751.3964511,2.87586914,"After","Water",16.13963505,1.20789371,2,0.15393804,10,0.037699112,-1.423668881,3.079493734,0.908801853
"may-g4",224,40,0,13.18947743,751.3964511,2.87586914,"After","Water",26.8045536,1.428208579,7,0.185353967,11,0.003141593,-2.502850127,2.595808993,0.707976599
"may-g4",224,40,0,12.39308434,751.3964511,2.87586914,"After","Water",35.10925997,1.545421676,13,0,25,0.028274334,-1.548607618,3.009890778,0.02104356
"may-g4",224,40,0,15.92990369,751.3964511,2.87586914,"After","Water",36.72516229,1.564963724,15,0.081681409,14,0.04712389,-1.326758868,1.716273821,4.201345834
"may-g4",224,40,0,15.41607341,751.3964511,2.87586914,"After","Water",21.43302562,1.331083483,4,0.317300858,7,0.025132741,-1.59976014,1.762265359,3.522888118
"may-g4",225,41,0,6.743249678,282.2289716,2.450601593,"After","Water",18.68278577,1.271441634,14,0,24,0,-1000,0.705693422,1.35019615
"may-g4",225,41,0,15.09695054,282.2289716,2.450601593,"After","Water",16.69433145,1.222569032,11,0.424115008,2,0.009424778,-2.025728873,1.070964367,2.648812187
"may-g4",225,41,0,19.38232562,282.2289716,2.450601593,"After","Water",23.6086344,1.373070867,21,0,20,0.072256631,-1.141122291,0.791903672,0.275440456
"may-g4",225,41,0,34.39870477,282.2289716,2.450601593,"After","Water",9.357794708,0.971173513,3,0.672300828,3,0,-1000,0.820604455,0.75918278
"may-g4",225,41,0,12.51255181,282.2289716,2.450601593,"After","Water",15.32736214,1.185467419,10,0.383274304,2,0.087964594,-1.055692096,1.920161992,2.339018269
"may-g4",225,41,0,3.222258431,282.2289716,2.450601593,"After","Water",39.15514464,1.592788833,34,0,24,0.037699112,-1.423668881,1.234863958,1.192824181
"may-g4",225,41,0,18.9223224,282.2289716,2.450601593,"After","Water",19.53880559,1.290898012,16,0.364424748,7,0.043982297,-1.356722092,1.458461261,0.907121161
"may-g4",225,41,0,18.08932156,282.2289716,2.450601593,"After","Water",24.94881823,1.397049979,23,0,24,0.012566371,-1.900790136,1.782750003,1.215930703
"may-g4",225,41,0,3.707839004,282.2289716,2.450601593,"After","Water",19.79616191,1.296580997,17,0.204203522,8,0.006283185,-2.201820132,0.347750711,2.463130997
"may-g4",225,41,0,2.301515595,282.2289716,2.450601593,"After","Water",18.04365088,1.256324415,13,0.207345115,13,0.043982297,-1.356722092,0.445978797,0.848823005
"may-g4",225,41,0,2.563066724,282.2289716,2.450601593,"After","Water",30.40895827,1.483001543,28,0,21,0.050265482,-1.298730145,0.780368666,1.679546725
"may-g4",225,41,0,13.87795498,282.2289716,2.450601593,"After","Water",11.78346022,1.07127284,6,0.197920337,9,0.040840704,-1.388906775,1.773497296,0.480400263
"may-g4",225,41,0,16.24820044,282.2289716,2.450601593,"After","Water",31.28477368,1.495333018,30,0.216769893,12,0,-1000,1.244655996,0.251361132
"may-g4",225,41,0,7.120905806,282.2289716,2.450601593,"After","Water",19.15541184,1.282291494,15,0.364424748,3,0.078539816,-1.104910119,1.047878232,3.067079489
"may-g4",225,41,0,4.35327926,282.2289716,2.450601593,"After","Water",30.78563068,1.488348055,29,0.006283185,27,0.009424778,-2.025728873,0.8794849,1.423513188
"may-g4",225,41,0,13.48758109,282.2289716,2.450601593,"After","Water",11.67369941,1.067208506,5,0.251327412,10,0.015707963,-1.803880123,0.323685014,0.79036391
"may-g4",225,41,0,14.37079199,282.2289716,2.450601593,"After","Water",13.98334534,1.145611083,9,0.424115008,7,0.025132741,-1.59976014,1.010989526,1.00480068
"may-g4",225,41,0,29.19847493,282.2289716,2.450601593,"After","Water",28.69011503,1.457732289,27,0,7,0.062831853,-1.201820132,0.593206531,1.719204345
"may-g4",225,41,0,73.14865533,282.2289716,2.450601593,"After","Water",27.88594687,1.445385396,26,0.084823002,21,0.056548668,-1.247577622,1.003037564,1.022261217
"may-g4",225,41,0,5.267368376,282.2289716,2.450601593,"After","Water",23.25011923,1.366425184,20,0,24,0,-1000,1.086380105,2.537472843
"may-g4",225,41,0,8.036658996,282.2289716,2.450601593,"After","Water",13.26726241,1.122781319,7,0.433539786,7,0.043982297,-1.356722092,0.735938253,1.080358383
"may-g4",225,41,0,18.87421496,282.2289716,2.450601593,"After","Water",11.27164045,1.051987127,4,0.160221225,14,0.043982297,-1.356722092,0.004091739,1.95879187
"may-g4",225,41,0,6.721606789,282.2289716,2.450601593,"After","Water",43.93809275,1.642841201,35,0,27,0.028274334,-1.548607618,1.176202564,1.662213901
"may-g4",225,41,0,21.5524159,282.2289716,2.450601593,"After","Water",23.88991954,1.378214687,22,0.273318561,11,0.012566371,-1.900790136,1.152354335,0.94942873
"may-g4",225,41,0,8.100555022,282.2289716,2.450601593,"After","Water",34.89348741,1.542744377,31,0.072256631,19,0.122522113,-0.91178552,0.932145307,1.266719114
"may-g4",225,41,0,24.43822762,282.2289716,2.450601593,"After","Water",24.98436789,1.397668366,24,0.125663706,15,0.006283185,-2.201820132,0.843271809,1.377170246
"may-g4",225,41,0,6.821243461,282.2289716,2.450601593,"After","Water",26.55307955,1.424114897,25,0,29,0.015707963,-1.803880123,0.563902725,1.347322765
"may-g4",225,41,0,29.21888763,282.2289716,2.450601593,"After","Water",20.45417062,1.310781874,18,0,25,-0.003141593,0,0.074791106,1.421097884
"may-g4",225,41,0,14.8501094,282.2289716,2.450601593,"After","Water",17.44456683,1.24166019,12,0.119380521,17,0.012566371,-1.900790136,0.875858922,1.083119593
"may-g4",225,41,0,66.18289559,282.2289716,2.450601593,"After","Water",5.96804087,0.775831789,1,0.92362824,1,0.009424778,-2.025728873,1.99456339,0.718977752
"may-g4",225,41,0,23.08798357,282.2289716,2.450601593,"After","Water",13.54869662,1.131897518,8,0.285884931,3,0,-1000,2.572174737,0.106771003
"may-g4",225,41,0,35.94912303,282.2289716,2.450601593,"After","Water",8.68947353,0.938993465,2,0.175929189,7,0,-1000,2.933615522,0.372363704
"may-g4",225,41,0,3.251415312,282.2289716,2.450601593,"After","Water",36.21093618,1.558839753,32,0,24,0,-1000,1.782728332,1.754065051
"may-g4",225,41,0,25.06629894,282.2289716,2.450601593,"After","Water",36.83744528,1.566289504,33,0,16,0.04712389,-1.326758868,0.855296903,1.758813824
"may-g4",225,41,0,10.50892904,282.2289716,2.450601593,"After","Water",23.03061974,1.362305625,19,0.050265482,18,0.138230077,-0.859397451,0.073166319,1.635878585
"may-g5",226,1,1,642.4081412,752.7817211,2.876669065,"Before","Water",31.31294754,1.49572395,5,0.20106193,5,0.025132741,-1.59976014,1.631028868,0.21507088
"may-g5",226,1,0,47.60635597,752.7817211,2.876669065,"Before","Water",36.37197074,1.560766833,7,0.147654855,3,0.040840704,-1.388906775,2.112415307,0.298581343
"may-g5",226,1,0,28.97708053,752.7817211,2.876669065,"Before","Water",45.99645035,1.662724317,11,0.028274334,25,0.062831853,-1.201820132,3.091516558,0.367163642
"may-g5",226,1,0,23.00306982,752.7817211,2.876669065,"Before","Water",43.42366176,1.637726443,9,0.10681415,5,0,-1000,2.365449093,0.380671941
"may-g5",226,1,0,28.57383024,752.7817211,2.876669065,"Before","Water",45.72684219,1.660171211,10,0.087964594,8,0.065973446,-1.180630833,2.502168408,0.228462214
"may-g5",226,1,0,44.31993762,752.7817211,2.876669065,"Before","Water",38.33907574,1.583641639,8,0.131946891,4,0,-1000,2.250108784,0.022454066
"may-g5",226,1,0,54.04871634,752.7817211,2.876669065,"Before","Water",28.46296156,1.454280086,4,0,8,0.015707963,-1.803880123,1.295079776,1.269871978
"may-g5",226,1,0,44.46706323,752.7817211,2.876669065,"Before","Water",31.90415117,1.503847194,6,0.084823002,5,0.015707963,-1.803880123,1.392035426,3.088040554
"may-g5",227,2,0,18.3431986,197.7266223,2.296065148,"Before","Water",44.25971272,1.646008591,32,0.062831853,16,0.006283185,-2.201820132,1.43235143,2.29625534
"may-g5",227,2,0,17.08278163,197.7266223,2.296065148,"Before","Water",30.57270892,1.485333921,28,0.163362818,9,0.031415927,-1.502850127,1.171800553,1.582854135
"may-g5",227,2,0,13.26777689,197.7266223,2.296065148,"Before","Water",14.14021567,1.150456034,9,0.276460154,8,0.012566371,-1.900790136,0.235478808,1.074054569
"may-g5",227,2,0,18.75310689,197.7266223,2.296065148,"Before","Water",23.50628893,1.37118407,21,0.025132741,30,0.040840704,-1.388906775,2.18875251,1.125225459
"may-g5",227,2,0,19.17316674,197.7266223,2.296065148,"Before","Water",11.59804471,1.064384779,6,0.490088454,6,0.037699112,-1.423668881,0.75792927,1.306542338
"may-g5",227,2,0,17.20887358,197.7266223,2.296065148,"Before","Water",15.53517322,1.1913161,10,0.138230077,15,0.021991149,-1.657752087,1.615214647,0.918348794
"may-g5",227,2,0,36.99747169,197.7266223,2.296065148,"Before","Water",36.3080966,1.560003482,30,0.157079633,2,0.113097336,-0.946547627,2.076567194,0.146754235
"may-g5",227,2,0,15.66530686,197.7266223,2.296065148,"Before","Water",10.66575049,1.02799142,4,0.703716754,2,0.012566371,-1.900790136,1.109732929,1.585441621
"may-g5",227,2,0,26.9379182,197.7266223,2.296065148,"Before","Water",42.95448086,1.633008475,31,0.081681409,10,-0.003141593,0,1.227660942,2.842549321
"may-g5",227,2,0,13.2104205,197.7266223,2.296065148,"Before","Water",19.40352079,1.28788054,15,0.065973446,19,0.021991149,-1.657752087,0.807342494,1.315285022
"may-g5",227,2,0,24.55124572,197.7266223,2.296065148,"Before","Water",44.34092163,1.646804716,33,0.10681415,4,0,-1000,2.288620479,0.092422071
"may-g5",227,2,0,17.35233566,197.7266223,2.296065148,"Before","Water",23.528178,1.371588297,22,0.26075219,4,0.012566371,-1.900790136,0.921267794,1.329096191
"may-g5",227,2,0,18.73732575,197.7266223,2.296065148,"Before","Water",17.48040633,1.242551524,11,0.069115038,19,0,-1000,1.799951695,1.140983263
"may-g5",227,2,0,21.93993721,197.7266223,2.296065148,"Before","Water",18.35758056,1.263815443,14,0.263893783,4,0.147654855,-0.830752269,2.207672409,0.576634758
"may-g5",227,2,0,7.836776033,197.7266223,2.296065148,"Before","Water",17.80926689,1.250646042,12,0.245044227,5,0.09424778,-1.025728873,0.318117883,1.383650547
"may-g5",227,2,0,24.96142217,197.7266223,2.296065148,"Before","Water",11.52577935,1.061670301,5,0.298451302,3,0.031415927,-1.502850127,2.46668409,0.479211645
"may-g5",227,2,0,2.24248082,197.7266223,2.296065148,"Before","Water",20.12134924,1.303657099,16,0.358141563,4,0.028274334,-1.548607618,1.394420738,0.835618382
"may-g5",227,2,0,15.7822404,197.7266223,2.296065148,"Before","Water",21.04110218,1.323068485,18,0.040840704,22,0.05969026,-1.224096526,1.900054395,0.936518617
"may-g5",227,2,0,15.07960119,197.7266223,2.296065148,"Before","Water",31.07949404,1.49247394,29,0.065973446,16,0.009424778,-2.025728873,1.442648965,1.608487341
"may-g5",227,2,0,18.09384948,197.7266223,2.296065148,"Before","Water",13.38402036,1.126586588,8,0.380132711,5,0.009424778,-2.025728873,1.199815656,1.107881244
"may-g5",227,2,0,44.75892194,197.7266223,2.296065148,"Before","Water",0.413110456,-0.383933812,1,6.283185307,1,0.069115038,-1.160427446,1.30766141,0.990500026
"may-g5",227,2,0,11.38196382,197.7266223,2.296065148,"Before","Water",24.90311257,1.396253632,25,0.119380521,17,0.025132741,-1.59976014,1.303661639,1.429315423
"may-g5",227,2,0,10.1354589,197.7266223,2.296065148,"Before","Water",12.73183608,1.104891039,7,0.543495529,4,0,-1000,0.736555676,1.638382856
"may-g5",227,2,0,14.34382102,197.7266223,2.296065148,"Before","Water",22.48031354,1.351802364,19,0.245044227,9,0.031415927,-1.502850127,1.081336926,1.446461634
"may-g5",227,2,0,39.58577624,197.7266223,2.296065148,"Before","Water",18.25441953,1.261368027,13,0,29,2.167698931,0.335998963,0.170224808,1.921987459
"may-g5",227,2,0,12.20792365,197.7266223,2.296065148,"Before","Water",10.15659269,1.006748036,3,0.273318561,7,0.05969026,-1.224096526,0.061901077,1.625548873
"may-g5",227,2,0,17.97745188,197.7266223,2.296065148,"Before","Water",23.81248833,1.37680478,23,0.087964594,14,0.006283185,-2.201820132,0.550251989,1.666304005
"may-g5",227,2,0,11.31982483,197.7266223,2.296065148,"Before","Water",7.470342132,0.873340492,2,0.493230047,4,0,-1000,1.229600769,1.785391526
"may-g5",227,2,0,21.38261218,197.7266223,2.296065148,"Before","Water",20.90684568,1.320288514,17,0.160221225,10,0,-1000,0.433783782,1.483891297
"may-g5",227,2,0,15.18734871,197.7266223,2.296065148,"Before","Water",23.97060227,1.379678946,24,0.053407075,19,0.072256631,-1.141122291,0.633196936,1.761374155
"may-g5",227,2,0,14.19425432,197.7266223,2.296065148,"Before","Water",22.87504789,1.359362012,20,0.216769893,4,0.018849556,-1.724698877,0.433781174,1.833594748
"may-g5",227,2,0,13.6098973,197.7266223,2.296065148,"Before","Water",30.33619576,1.481961118,27,0,26,0,-1000,1.856530643,2.435455236
"may-g5",227,2,0,34.60203832,197.7266223,2.296065148,"Before","Water",27.7752489,1.443657959,26,0,28,0.138230077,-0.859397451,0.756350334,1.550217223
"may-g5",228,3,0,19.46072246,356.1727034,2.551660633,"Before","Water",42.38240304,1.627185577,14,0.065973446,23,0.025132741,-1.59976014,0.561855419,0.179807061
"may-g5",228,3,0,34.02606237,356.1727034,2.551660633,"Before","Water",21.79074535,1.338272085,4,0,30,0.021991149,-1.657752087,0.469680066,0.196282734
"may-g5",228,3,0,15.92405343,356.1727034,2.551660633,"Before","Water",27.40369714,1.437809159,7,0.169646003,14,0,-1000,0.612684185,0.473420537
"may-g5",228,3,0,26.91531837,356.1727034,2.551660633,"Before","Water",36.58110657,1.563256839,10,0.2136283,7,0.018849556,-1.724698877,1.312176354,1.088009751
"may-g5",228,3,0,4.833226333,356.1727034,2.551660633,"Before","Water",33.54363619,1.525610139,9,0.24818582,1,0.040840704,-1.388906775,1.486979068,2.978088647
"may-g5",228,3,0,36.72224439,356.1727034,2.551660633,"Before","Water",16.68768824,1.222396178,2,0.210486708,5,0.034557519,-1.461457442,0.460183244,0.048857217
"may-g5",228,3,0,20.88782447,356.1727034,2.551660633,"Before","Water",40.38454676,1.606215213,13,0.182212374,6,0,-1000,1.183527035,1.047750787
"may-g5",228,3,0,16.12326185,356.1727034,2.551660633,"Before","Water",36.946481,1.56757308,11,0.069115038,23,0.018849556,-1.724698877,0.418733791,0.091313934
"may-g5",228,3,0,17.99493656,356.1727034,2.551660633,"Before","Water",25.81714997,1.411908298,6,0.317300858,3,0,-1000,1.581338939,0.828258691
"may-g5",228,3,0,49.25573355,356.1727034,2.551660633,"Before","Water",19.72951368,1.29511638,3,0.424115008,1,0.006283185,-2.201820132,1.228820985,2.578777919
"may-g5",228,3,0,21.20477568,356.1727034,2.551660633,"Before","Water",23.15666448,1.364676003,5,0.292168117,7,0.009424778,-2.025728873,1.104384386,0.698342514
"may-g5",228,3,0,18.46185551,356.1727034,2.551660633,"Before","Water",2.387526752,0.377948247,1,1.152964504,1,0,-1000,2.403072592,0.850072679
"may-g5",228,3,0,39.80569011,356.1727034,2.551660633,"Before","Water",37.3335068,1.572098786,12,0.131946891,10,0.009424778,-2.025728873,1.061293678,0.921200169
"may-g5",228,3,0,22.63700189,356.1727034,2.551660633,"Before","Water",30.79766495,1.48851779,8,0.241902634,9,0.012566371,-1.900790136,1.248498481,1.087679389
"may-g5",229,4,0,62.61197344,412.5572888,2.615484264,"Before","Water",49.01183697,1.69030098,6,0.135088484,1,0.012566371,-1.900790136,1.186430717,4.208701926
"may-g5",229,4,0,22.86470535,412.5572888,2.615484264,"Before","Water",32.26190194,1.508689967,4,0.207345115,3,0.003141593,-2.502850127,1.854823349,4.107462866
"may-g5",229,4,0,14.86766298,412.5572888,2.615484264,"Before","Water",16.14763592,1.208108949,2,0.207345115,2,0.7696902,-0.113684043,0.534466405,3.391291898
"may-g5",229,4,0,35.27251517,412.5572888,2.615484264,"Before","Water",36.20478082,1.558765923,5,0.191637152,2,0.003141593,-2.502850127,1.255721382,4.218063245
"may-g5",229,4,0,43.398332,412.5572888,2.615484264,"Before","Water",23.58325287,1.372603708,3,0.298451302,2,0.003141593,-2.502850127,1.328277469,4.341348241
"may-g5",229,4,0,13.73390204,412.5572888,2.615484264,"Before","Water",16.03447856,1.205054841,1,0.160221225,2,0.003141593,-2.502850127,0.336841436,4.608299042
"may-g5",230,5,0,25.69160512,277.6417217,2.443484729,"Before","Water",42.69753639,1.630402817,26,0.075398224,13,0.018849556,-1.724698877,0.558368646,0.57689987
"may-g5",230,5,0,18.26891838,277.6417217,2.443484729,"Before","Water",46.53230979,1.667754611,28,0.034557519,13,0.009424778,-2.025728873,0.716359034,0.785058218
"may-g5",230,5,0,27.80802492,277.6417217,2.443484729,"Before","Water",12.89112953,1.110290972,9,0,15,0.043982297,-1.356722092,1.080254122,0.360315472
"may-g5",230,5,0,10.39694505,277.6417217,2.443484729,"Before","Water",17.05655509,1.231891321,13,0.298451302,6,0.028274334,-1.548607618,0.629208845,0.434924173
"may-g5",230,5,0,14.18886278,277.6417217,2.443484729,"Before","Water",13.6576975,1.13537749,10,0.003141593,29,0,-1000,0.852672392,0.530701675
"may-g5",230,5,0,22.16814133,277.6417217,2.443484729,"Before","Water",8.6773919,0.938389212,7,0.901637092,1,0.468097305,-0.329663859,1.04191339,0.423223598
"may-g5",230,5,0,25.88674152,277.6417217,2.443484729,"Before","Water",8.63946977,0.936487089,6,0.210486708,6,0.075398224,-1.122638886,0.248285373,0.955483027
"may-g5",230,5,0,54.82568602,277.6417217,2.443484729,"Before","Water",28.73009934,1.458337128,19,0,21,0.015707963,-1.803880123,0.506453507,0.303236846
"may-g5",230,5,0,57.70577669,277.6417217,2.443484729,"Before","Water",5.428913645,0.734712934,1,0.474380491,2,0.075398224,-1.122638886,2.686937452,0.315754585
"may-g5",230,5,0,18.65482393,277.6417217,2.443484729,"Before","Water",34.74269827,1.540863545,21,0.050265482,19,0.009424778,-2.025728873,0.609591193,0.539235968
"may-g5",230,5,0,12.7642479,277.6417217,2.443484729,"Before","Water",42.17027355,1.625006418,25,0.10681415,5,0.097389372,-1.011488433,1.829711806,0.533130072
"may-g5",230,5,0,20.62706614,277.6417217,2.443484729,"Before","Water",21.33685274,1.32913036,15,0.113097336,12,0.100530965,-0.997700149,0.231889241,0.186616313
"may-g5",230,5,0,16.70861731,277.6417217,2.443484729,"Before","Water",28.7685625,1.458918162,20,0.103672558,8,0.238761042,-0.622036535,2.438031707,0.07315415
"may-g5",230,5,0,11.56602916,277.6417217,2.443484729,"Before","Water",6.139100431,0.788104738,3,1.297477766,2,0.015707963,-1.803880123,1.145586114,0.348270888
"may-g5",230,5,0,9.593540355,277.6417217,2.443484729,"Before","Water",22.3920874,1.350094581,16,0.235619449,6,0.031415927,-1.502850127,0.694243528,0.655291158
"may-g5",230,5,0,29.96288448,277.6417217,2.443484729,"Before","Water",45.51943372,1.658196851,27,0.065973446,17,0.326725636,-0.485816788,0.324293121,0.766145579
"may-g5",230,5,0,11.3092469,277.6417217,2.443484729,"Before","Water",20.25944967,1.306627644,14,0.342433599,2,0.012566371,-1.900790136,1.766106951,0.002315365
"may-g5",230,5,0,14.9233324,277.6417217,2.443484729,"Before","Water",7.926529768,0.899083095,5,0,10,0,-1000,1.421787935,0.533250244
"may-g5",230,5,0,29.41163037,277.6417217,2.443484729,"Before","Water",40.54959374,1.607986507,23,0.078539816,7,0.100530965,-0.997700149,0.616182986,0.870287864
"may-g5",230,5,0,7.706503005,277.6417217,2.443484729,"Before","Water",24.94903116,1.397053685,18,0.150796447,8,0.021991149,-1.657752087,0.607655679,0.498412625
"may-g5",230,5,0,39.8731577,277.6417217,2.443484729,"Before","Water",5.868346007,0.768515713,2,1.099557429,1,0.194778745,-0.710458438,1.7402498,0.549569814
"may-g5",230,5,0,20.4696763,277.6417217,2.443484729,"Before","Water",14.61911195,1.164920992,11,0.298451302,4,0.012566371,-1.900790136,2.388873115,0.003468578
"may-g5",230,5,0,28.98849087,277.6417217,2.443484729,"Before","Water",15.94985181,1.202756652,12,0.380132711,6,0,-1000,0.804532844,0.55482986
"may-g5",230,5,0,20.15754122,277.6417217,2.443484729,"Before","Water",6.831926097,0.83454316,4,0.040840704,20,0.053407075,-1.272401206,0.036604941,0.063470489
"may-g5",230,5,0,27.65857238,277.6417217,2.443484729,"Before","Water",41.65136827,1.619629273,24,0.091106187,6,0.04712389,-1.326758868,2.233553088,0.528247379
"may-g5",230,5,0,11.50809009,277.6417217,2.443484729,"Before","Water",39.14544723,1.592681259,22,0.006283185,22,0.021991149,-1.657752087,2.323667179,0.571833928
"may-g5",230,5,0,51.32237404,277.6417217,2.443484729,"Before","Water",11.6459151,1.06617362,8,0,20,0,-1000,1.028091434,0.629385309
"may-g5",230,5,0,11.12629207,277.6417217,2.443484729,"Before","Water",23.13432964,1.36425692,17,0,23,0.021991149,-1.657752087,0.840125502,0.716688704
"may-g5",231,6,0,12.37499218,225.2271983,2.352620835,"Before","Water",22.46677952,1.351540823,16,0.219911486,6,0.021991149,-1.657752087,0.662744581,0.624736167
"may-g5",231,6,0,15.38132772,225.2271983,2.352620835,"Before","Water",42.20951262,1.625410338,25,0.116238928,5,0.053407075,-1.272401206,1.862533541,0.590136311
"may-g5",231,6,0,34.59397331,225.2271983,2.352620835,"Before","Water",45.59631987,1.658929792,27,0.062831853,17,0.003141593,-2.502850127,0.293405117,0.741292039
"may-g5",231,6,0,36.27567258,225.2271983,2.352620835,"Before","Water",5.9736994,0.776243365,2,1.03044239,2,0.05969026,-1.224096526,1.707307313,0.447450644
"may-g5",231,6,0,25.18420776,225.2271983,2.352620835,"Before","Water",46.62121337,1.668583572,28,0.037699112,13,0.040840704,-1.388906775,0.684537522,0.733490238
"may-g5",231,6,0,27.36495439,225.2271983,2.352620835,"Before","Water",16.00553937,1.204270314,12,0.351858377,6,0.285884931,-0.543808735,0.773718021,0.504705496
"may-g5",231,6,0,20.76022793,225.2271983,2.352620835,"Before","Water",34.80412021,1.54163066,21,0.025132741,26,0.018849556,-1.724698877,0.578411626,0.458393186
"may-g5",231,6,0,23.26671387,225.2271983,2.352620835,"Before","Water",42.84700562,1.631920477,26,0.072256631,14,0.05969026,-1.224096526,0.525721865,0.539408156
"may-g5",231,6,0,24.18581091,225.2271983,2.352620835,"Before","Water",5.436009105,0.735280175,1,0.471238898,2,0.015707963,-1.803880123,2.646038033,0.284044767
"may-g5",231,6,0,13.27374721,225.2271983,2.352620835,"Before","Water",20.24353756,1.306286408,14,0.320442451,2,0.021991149,-1.657752087,1.795309475,0.038636748
"may-g5",231,6,0,12.9703449,225.2271983,2.352620835,"Before","Water",21.38000934,1.330007891,15,0.103672558,13,0.037699112,-1.423668881,0.199932357,0.129189303
"may-g5",231,6,0,17.49090477,225.2271983,2.352620835,"Before","Water",14.59185963,1.164110643,11,0.282743339,4,0.235619449,-0.627788864,2.42112432,0.024067942
"may-g5",231,6,0,10.55097013,225.2271983,2.352620835,"Before","Water",6.147956433,0.788730781,3,1.209513172,2,0.034557519,-1.461457442,1.119858394,0.31083438
"may-g5",231,6,0,27.82241351,225.2271983,2.352620835,"Before","Water",12.91179011,1.110986458,9,0,15,0.006283185,-2.201820132,1.044467284,0.391406167
"may-g5",231,6,0,13.74223711,225.2271983,2.352620835,"Before","Water",13.62164081,1.134229424,10,0.062831853,19,0.100530965,-0.997700149,0.880073246,0.49269648
"may-g5",231,6,0,16.36244322,225.2271983,2.352620835,"Before","Water",28.80358967,1.459446615,20,0.100530965,8,0.087964594,-1.055692096,2.471002402,0.078740646
"may-g5",231,6,0,7.405652744,225.2271983,2.352620835,"Before","Water",24.97353786,1.397480071,18,0.144513262,8,0.20106193,-0.696670153,0.575533828,0.4878232
"may-g5",231,6,0,10.58417327,225.2271983,2.352620835,"Before","Water",17.08937706,1.232726232,13,0.282743339,6,0,-1000,0.598498307,0.379159981
"may-g5",231,6,0,16.27544436,225.2271983,2.352620835,"Before","Water",7.947255794,0.900217192,5,0,9,0.021991149,-1.657752087,1.382014003,0.594152601
"may-g5",231,6,0,23.22224054,225.2271983,2.352620835,"Before","Water",8.659506569,0.937493146,6,0.838805239,2,0.012566371,-1.900790136,1.062267726,0.403144901
"may-g5",231,6,0,32.16365725,225.2271983,2.352620835,"Before","Water",40.59660648,1.608489732,23,0.087964594,7,0.100530965,-0.997700149,2.556619021,0.921392131
"may-g5",231,6,0,21.10429444,225.2271983,2.352620835,"Before","Water",6.837088549,0.834871205,4,0.065973446,18,0,-1000,0.070151367,0.111009415
"may-g5",231,6,0,10.46474782,225.2271983,2.352620835,"Before","Water",39.22510974,1.593564167,22,0.012566371,21,0.40212386,-0.395640158,2.354576501,0.554533002
"may-g5",231,6,0,54.92426871,225.2271983,2.352620835,"Before","Water",11.68901398,1.067777878,8,0,19,0.012566371,-1.900790136,1.001313403,0.58059977
"may-g5",231,6,0,23.59964857,225.2271983,2.352620835,"Before","Water",8.708391876,0.939937964,7,0.204203522,6,0.040840704,-1.388906775,0.222245137,0.973838527
"may-g5",231,6,0,39.77250446,225.2271983,2.352620835,"Before","Water",28.71046618,1.458040244,19,0.006283185,21,0.078539816,-1.104910119,0.472383995,0.275208553
"may-g5",231,6,0,10.30213454,225.2271983,2.352620835,"Before","Water",23.22658937,1.365985442,17,0.018849556,17,0,-1000,0.808973931,0.676209641
"may-g5",231,6,0,18.95354802,225.2271983,2.352620835,"Before","Water",41.71148325,1.620255634,24,0.09424778,6,0.144513262,-0.840092296,2.266684642,0.542076403
"may-g5",232,7,0,22.50803973,490.8935861,2.690987358,"After","Water",15.69568486,1.19578027,1,0.10681415,5,0.025132741,-1.59976014,3.035528628,0.274300271
"may-g5",232,7,0,4.127492183,490.8935861,2.690987358,"After","Water",36.07966417,1.557262487,4,0.138230077,1,0,-1000,0.73576454,3.432613408
"may-g5",232,7,0,18.12643192,490.8935861,2.690987358,"After","Water",26.50768073,1.423371731,3,0.097389372,3,0.034557519,-1.461457442,0.311585528,0.609093407
"may-g5",232,7,0,3.2535061,490.8935861,2.690987358,"After","Water",24.79865266,1.394428086,2,0.251327412,1,0.037699112,-1.423668881,1.788002357,2.539662569
"may-g5",233,8,0,21.31612592,228.383944,2.358665569,"After","Water",44.3899538,1.647284693,9,0.072256631,19,0.021991149,-1.657752087,0.527798184,0.30941781
"may-g5",233,8,0,30.98662498,228.383944,2.358665569,"After","Water",12.10257986,1.082877957,3,0.131946891,6,0.012566371,-1.900790136,0.182713216,0.469336132
"may-g5",233,8,0,23.311822,228.383944,2.358665569,"After","Water",18.77361557,1.273547921,5,0.166504411,7,0.015707963,-1.803880123,1.360697497,0.558560868
"may-g5",233,8,0,11.87286617,228.383944,2.358665569,"After","Water",32.73936324,1.515070228,8,0.160221225,6,0.012566371,-1.900790136,1.100486235,5.194862742
"may-g5",233,8,0,25.02284244,228.383944,2.358665569,"After","Water",10.90694321,1.037703052,2,0,27,0.245044227,-0.610755525,1.608026478,5.22054443
"may-g5",233,8,0,30.69072122,228.383944,2.358665569,"After","Water",25.09653111,1.399613697,6,0.103672558,7,0,-1000,1.406136919,0.140326635
"may-g5",233,8,0,13.20639816,228.383944,2.358665569,"After","Water",32.60187798,1.513242618,7,0.131946891,2,0.040840704,-1.388906775,0.95446919,0.274232286
"may-g5",233,8,0,72.19604267,228.383944,2.358665569,"After","Water",5.14616763,0.711483929,1,1.027300798,1,0.012566371,-1.900790136,1.671029092,0.390322226
"may-g5",233,8,0,63.4664081,228.383944,2.358665569,"After","Water",15.61104135,1.193431874,4,0.298451302,6,0,-1000,0.791603948,0.345461198
